,NM_MUNICIPIO,DS_CARGO,NM_VOTAVEL,QT_VOTOS,NM_LOCAL_VOTACAO
7033394,MONGAGUÁ,Vereador,MARCIA GOMES,2,EMEF. PROF. PEDRO FERNANDES DANTE
7033479,MONGAGUÁ,Vereador,ANDRÉ ALVES DOS SANTOS,1,EMEF. BARIGUI
7033707,MONGAGUÁ,Vereador,PATRICIA REGINA VIUDE HERRADA,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
7034583,MONGAGUÁ,Vereador,MARCELO DA CONCEIÇÃO,1,EE. PROF. AIDA LEDA BAUER DAVIES
7035307,MONGAGUÁ,Vereador,MARCIA GOMES,2,EMEIEF. PEQUENO PRÍNCIPE
7036581,MONGAGUÁ,Vereador,VOTO BRANCO,10,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7037024,MONGAGUÁ,Vereador,SÉRGIO SILVESTRE RODRIGUES,17,EMEF. VERA CRUZ
7037412,MONGAGUÁ,Vereador,ALEXANDRE BARRIL DALLA PRIA,3,EMEF. TONICO SILVA
7037475,MONGAGUÁ,Vereador,FABRICIO DA SILVA ALMEIDA,1,EE. PROF. AIDA LEDA BAUER DAVIES
7037914,MONGAGUÁ,Vereador,ADEILSON JOSÉ DA SILVA,2,EE. PROF. AIDA LEDA BAUER DAVIES
7037930,MONGAGUÁ,Vereador,ALDENI DOS SANTOS COSTA,2,EMEF. REGINA MARIA
7038417,MONGAGUÁ,Vereador,ELISEU MARTINS DE JESUS GOMES,1,EMEF. IVONE DE ALMEIDA MONTEIRO
7038853,MONGAGUÁ,Vereador,VANDERLEI GOMES BARBOZA,1,EE. PROF. ARACY DA SILVA FREITAS
7038924,MONGAGUÁ,Vereador,ALDENI DOS SANTOS COSTA,1,EMEIEF. PEQUENO PRÍNCIPE
7039271,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
7039381,MONGAGUÁ,Vereador,MARCOS SOARES FERNANDES,1,EE. PROF. ARACY DA SILVA FREITAS
7041177,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,7,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7041584,MONGAGUÁ,Vereador,ROSANGELA APARECIDA ASSORINO,1,EMEF. JACOUB KOUKDJIAN
7042672,MONGAGUÁ,Vereador,SCARLETE DE SOUZA PORTELLA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7045500,MONGAGUÁ,Vereador,ALEXANDRE BARRIL DALLA PRIA,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
7045667,MONGAGUÁ,Vereador,JOÃO CARLOS DOS SANTOS,1,EMEIEF SÍTIO DO PICA PAU AMARELO
7046109,MONGAGUÁ,Vereador,JOSÉ FRANCISCO BOAVENTURA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7046673,MONGAGUÁ,Vereador,MARCOS SIQUEIRA GONÇALVES,2,EMEF. IVONE DE ALMEIDA MONTEIRO
7049555,MONGAGUÁ,Vereador,MARCELO PIRES FERREIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7050167,MONGAGUÁ,Vereador,IONE MENGHI BRACCO,1,EMEF SIRANA KOUKDJIAN
7050549,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,1,EMEF. FLÓRIDA MIRIM
7050764,MONGAGUÁ,Vereador,RENATA JULIA TORTORA RODRIGUES,1,EE. PROF. ARACY DA SILVA FREITAS
7050785,MONGAGUÁ,Vereador,JAQUELINE DE ARAÚJO IVANOFF,1,EE. AGENOR DE CAMPOS
7050916,MONGAGUÁ,Vereador,THIAGO DOS REIS SANTOS,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7051864,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,4,EE. PROF. ARACY DA SILVA FREITAS
7052194,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,1,EMEIEF SÍTIO DO PICA PAU AMARELO
7052718,MONGAGUÁ,Vereador,MARCOS SIQUEIRA GONÇALVES,1,EMEF. VERA CRUZ
7053185,MONGAGUÁ,Vereador,MARCOS SIQUEIRA GONÇALVES,2,EMEF SIRANA KOUKDJIAN
7055310,MONGAGUÁ,Vereador,LUCAS EDUARDO DA SILVA SAMPAIO,1,EMEF. JACOUB KOUKDJIAN
7055735,MONGAGUÁ,Vereador,JAQUELINE DE ARAÚJO IVANOFF,2,EE. PROF. ARACY DA SILVA FREITAS
7055884,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,7,EMEIEF. PROF. CÉLIA PUPO DE JESUS
7056163,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,7,EMEIEF. PROF. CÉLIA PUPO DE JESUS
7056277,MONGAGUÁ,Vereador,JAQUELINE DE ARAÚJO IVANOFF,1,EE. PROF. ARACY DA SILVA FREITAS
7057035,MONGAGUÁ,Vereador,MARCELO PIRES FERREIRA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
7058080,MONGAGUÁ,Vereador,VOTO NULO,11,EMEF. BARIGUI
7059030,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,4,EMEF SIRANA KOUKDJIAN
7059540,MONGAGUÁ,Vereador,VOTO NULO,15,EMEIEF. PEQUENO PRÍNCIPE
7061591,MONGAGUÁ,Vereador,VOTO NULO,22,EMEF. FLÓRIDA MIRIM
7061592,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,1,EMEF. VERA CRUZ
7061854,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,9,EMEF. IVONE DE ALMEIDA MONTEIRO
7061956,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,4,EMEF. TONICO SILVA
7062885,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,16,EMEIEF. PEQUENO PRÍNCIPE
7063473,MONGAGUÁ,Vereador,ALVARO ROBERTO LOUREIRO,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
7064788,MONGAGUÁ,Vereador,ANDRÉ ALVES DOS SANTOS,1,EMEF. REGINA MARIA
7065439,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,6,EE. PROF. AIDA LEDA BAUER DAVIES
7065482,MONGAGUÁ,Vereador,JULIA GARE DOS ANJOS,1,EMEF. JACOUB KOUKDJIAN
7066016,MONGAGUÁ,Vereador,ALVARO ROBERTO LOUREIRO,1,EE. PROF. ARACY DA SILVA FREITAS
7067306,MONGAGUÁ,Vereador,EDICARLOS FELISMINO,7,EE. PROF. ARACY DA SILVA FREITAS
7069020,MONGAGUÁ,Vereador,JULIA GARE DOS ANJOS,2,EMEF. JACOUB KOUKDJIAN
7070609,MONGAGUÁ,Vereador,TIAGO OLIVEIRA ROCHA,2,EE. PROF. ARACY DA SILVA FREITAS
7071082,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,8,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7071564,MONGAGUÁ,Vereador,ALINI ARAUJO ONORIO,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7071898,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,4,EMEF. IVONE DE ALMEIDA MONTEIRO
7072291,MONGAGUÁ,Vereador,LUCAS EDUARDO DA SILVA SAMPAIO,1,EE. AGENOR DE CAMPOS
7073403,MONGAGUÁ,Vereador,VOTO NULO,12,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7073553,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
7075070,MONGAGUÁ,Vereador,LEONARDO MARQUES DE OLIVEIRA,3,EMEF. TONICO SILVA
7075695,MONGAGUÁ,Vereador,JULIA GARE DOS ANJOS,1,EMEF. TONICO SILVA
7076219,MONGAGUÁ,Vereador,TIAGO GOMES,1,EMEF SIRANA KOUKDJIAN
7077454,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,2,EE. AGENOR DE CAMPOS
7077961,MONGAGUÁ,Vereador,ALVARO ROBERTO LOUREIRO,1,EMEF. REGINA MARIA
7080060,MONGAGUÁ,Vereador,JOSÉ FRANCISCO BOAVENTURA,1,EMEF. REGINA MARIA
7080065,MONGAGUÁ,Vereador,MARÍLIA APARECIDA TERRÃO,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
7081032,MONGAGUÁ,Vereador,LEONARDO MARQUES DE OLIVEIRA,1,EMEF. PROF. PEDRO FERNANDES DANTE
7081400,MONGAGUÁ,Vereador,MARCELO PIRES FERREIRA,1,EE. PROF. AIDA LEDA BAUER DAVIES
7081976,MONGAGUÁ,Vereador,DURVALENO DEUSDARA BRITO,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
7082071,MONGAGUÁ,Vereador,LEONARDO MARQUES DE OLIVEIRA,1,EMEF. REGINA MARIA
7082293,MONGAGUÁ,Vereador,ALDENI DOS SANTOS COSTA,1,EE. PROF. AIDA LEDA BAUER DAVIES
7083160,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,7,EMEF. VERA CRUZ
7083490,MONGAGUÁ,Vereador,DURVALENO DEUSDARA BRITO,3,EMEF. IVONE DE ALMEIDA MONTEIRO
7083696,MONGAGUÁ,Vereador,JULIA GARE DOS ANJOS,1,EMEF. JACOUB KOUKDJIAN
7084227,MONGAGUÁ,Vereador,SONIA MARIA DE CAMARGO OLIVEIRA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7084329,MONGAGUÁ,Vereador,EDICARLOS FELISMINO,10,EMEF. VERA CRUZ
7085237,MONGAGUÁ,Vereador,SONIA MARIA DE CAMARGO OLIVEIRA,1,EMEF. FLÓRIDA MIRIM
7085453,MONGAGUÁ,Vereador,TIAGO GOMES,1,EMEIEF. PEQUENO PRÍNCIPE
7086513,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7087481,MONGAGUÁ,Vereador,JULIA GARE DOS ANJOS,3,EMEF. JACOUB KOUKDJIAN
7088472,MONGAGUÁ,Vereador,JULIA GARE DOS ANJOS,1,EE. PROF. AIDA LEDA BAUER DAVIES
7088966,MONGAGUÁ,Vereador,SERGIO CARLOS FONSECA DOMINGOS,2,EMEF. VERA CRUZ
7089665,MONGAGUÁ,Vereador,VANDERLEI GOMES BARBOZA,2,EMEF. BARIGUI
7090717,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,2,EE. PROF. ARACY DA SILVA FREITAS
7091044,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,6,EMEF. FLÓRIDA MIRIM
7091279,MONGAGUÁ,Vereador,ADEILSON JOSÉ DA SILVA,13,EMEF. REGINA MARIA
7091675,MONGAGUÁ,Vereador,DANIEL SOARES DA SILVA,3,EMEF. IVONE DE ALMEIDA MONTEIRO
7092385,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,4,EE. PROF. AIDA LEDA BAUER DAVIES
7092852,MONGAGUÁ,Vereador,SERGIO CARLOS FONSECA DOMINGOS,2,EMEF. IVONE DE ALMEIDA MONTEIRO
7093259,MONGAGUÁ,Vereador,ELISEU MARTINS DE JESUS GOMES,2,EMEF. JACOUB KOUKDJIAN
7093308,MONGAGUÁ,Vereador,PAULO DE OLIVEIRA TAVARES,1,EMEF. REGINA MARIA
7093428,MONGAGUÁ,Vereador,MARCELO PIRES FERREIRA,1,EE. AGENOR DE CAMPOS
7094310,MONGAGUÁ,Vereador,SERGIO CARLOS FONSECA DOMINGOS,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
7094371,MONGAGUÁ,Vereador,SÉRGIO SILVESTRE RODRIGUES,11,EMEF. JACOUB KOUKDJIAN
7094516,MONGAGUÁ,Vereador,VOTO NULO,17,EMEF. PREFEITO CASSIMIRO CORREA NETO
7095366,MONGAGUÁ,Vereador,SERGIO CARLOS FONSECA DOMINGOS,1,EE. AGENOR DE CAMPOS
7096485,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,7,EE. AGENOR DE CAMPOS
7097242,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,9,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7097432,MONGAGUÁ,Vereador,PATRÍCIA ALENCAR DE OLIVEIRA BAPTISTA,2,EMEF. BARIGUI
7099406,MONGAGUÁ,Vereador,JULIA GARE DOS ANJOS,1,EMEF. PROF. PEDRO FERNANDES DANTE
7099453,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,3,EMEF. REGINA MARIA
7099908,MONGAGUÁ,Vereador,SERGIO CARLOS FONSECA DOMINGOS,1,EMEF. BARIGUI
7100870,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,7,EMEIEF. PROF. CÉLIA PUPO DE JESUS
7100977,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,7,EMEIEF. PEQUENO PRÍNCIPE
7101462,MONGAGUÁ,Vereador,ALINI ARAUJO ONORIO,2,EMEIEF. PEQUENO PRÍNCIPE
7102422,MONGAGUÁ,Vereador,PATRÍCIA ALENCAR DE OLIVEIRA BAPTISTA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
7104733,MONGAGUÁ,Vereador,PAULO DE OLIVEIRA TAVARES,1,EMEF. TONICO SILVA
7105774,MONGAGUÁ,Vereador,ANTONIO EDUARDO DOS SANTOS,4,EMEF. IVONE DE ALMEIDA MONTEIRO
7107247,MONGAGUÁ,Vereador,ANTONIO EDUARDO DOS SANTOS,8,EMEIEF. PEQUENO PRÍNCIPE
7108208,MONGAGUÁ,Vereador,ROGÉRIO SIMÕES DE ARAÚJO,1,EE. PROF. ARACY DA SILVA FREITAS
7109897,MONGAGUÁ,Vereador,KELLY DE LIRA CAPATTO,1,EMEF. REGINA MARIA
7110014,MONGAGUÁ,Vereador,VOTO BRANCO,7,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7111482,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
7111885,MONGAGUÁ,Vereador,KELLY DE LIRA CAPATTO,1,EMEF. REGINA MARIA
7113442,MONGAGUÁ,Vereador,ALINI ARAUJO ONORIO,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
7113641,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,11,EMEF SIRANA KOUKDJIAN
7116859,MONGAGUÁ,Vereador,KELLY DE LIRA CAPATTO,4,EE. AGENOR DE CAMPOS
7116894,MONGAGUÁ,Vereador,KELLY DE LIRA CAPATTO,1,EE. PROF. AIDA LEDA BAUER DAVIES
7117627,MONGAGUÁ,Vereador,JULIA GARE DOS ANJOS,3,EMEIEF. PEQUENO PRÍNCIPE
7118213,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,1,EMEF. REGINA MARIA
7118335,MONGAGUÁ,Vereador,VOTO NULO,6,EMEF. TONICO SILVA
7118570,MONGAGUÁ,Vereador,MARCOS SOARES FERNANDES,1,EE. PROF. AIDA LEDA BAUER DAVIES
7119234,MONGAGUÁ,Vereador,ANTONIO EDUARDO DOS SANTOS,4,EMEF. JACOUB KOUKDJIAN
7119642,MONGAGUÁ,Vereador,RENATO PORTELA ARAÚJO,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7119865,MONGAGUÁ,Vereador,ALEXANDRE BARRIL DALLA PRIA,2,EMEF. PROF. PEDRO FERNANDES DANTE
7121387,MONGAGUÁ,Vereador,KELLY DE LIRA CAPATTO,1,EMEF. IVONE DE ALMEIDA MONTEIRO
7121774,MONGAGUÁ,Vereador,DURVALENO DEUSDARA BRITO,3,EMEF. VERA CRUZ
7122327,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,2,EMEF. REGINA MARIA
7122339,MONGAGUÁ,Vereador,KELLY DE LIRA CAPATTO,1,EMEF. TONICO SILVA
7125850,MONGAGUÁ,Vereador,ALEXANDRE BARRIL DALLA PRIA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
7126421,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
7127432,MONGAGUÁ,Vereador,ALINI ARAUJO ONORIO,3,EMEF. IVONE DE ALMEIDA MONTEIRO
7128797,MONGAGUÁ,Vereador,VOTO NULO,10,EMEF. JACOUB KOUKDJIAN
7130370,MONGAGUÁ,Vereador,ALEXANDRE BARRIL DALLA PRIA,3,EMEF. PROF. PEDRO FERNANDES DANTE
7130931,MONGAGUÁ,Vereador,VOTO NULO,9,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7131275,MONGAGUÁ,Vereador,LEOLINDA FONSECA TENORIO,1,EMEF. REGINA MARIA
7134703,MONGAGUÁ,Vereador,DURVALENO DEUSDARA BRITO,1,EE. PROF. ARACY DA SILVA FREITAS
7134857,MONGAGUÁ,Vereador,AURIVALDO JOSÉ DOS SANTOS,1,EMEF. BARIGUI
7135822,MONGAGUÁ,Vereador,LILIAN SOLEDAD DA SILVA DE SOUZA,1,EMEF. BARIGUI
7138268,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,7,EMEF. REGINA MARIA
7138739,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,3,EE. PROF. ARACY DA SILVA FREITAS
7139157,MONGAGUÁ,Vereador,FABRICIO GARCIA LUIZ DE ALMEIDA,1,EMEF. VERA CRUZ
7139897,MONGAGUÁ,Vereador,VOTO NULO,14,EMEF. FLÓRIDA MIRIM
7141363,MONGAGUÁ,Vereador,AURIVALDO JOSÉ DOS SANTOS,2,EMEF. PROF. PEDRO FERNANDES DANTE
7141564,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,8,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7142588,MONGAGUÁ,Vereador,SÉRGIO SILVESTRE RODRIGUES,8,EMEF. IVONE DE ALMEIDA MONTEIRO
7144263,MONGAGUÁ,Vereador,LEOLINDA FONSECA TENORIO,1,EMEF. JACOUB KOUKDJIAN
7145830,MONGAGUÁ,Vereador,AURIVALDO JOSÉ DOS SANTOS,4,EMEIEF. PROF. CÉLIA PUPO DE JESUS
7146279,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,5,EE. PROF. ARACY DA SILVA FREITAS
7146559,MONGAGUÁ,Vereador,DURVALENO DEUSDARA BRITO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7147039,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,5,EMEF. TONICO SILVA
7147043,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,12,EMEF. JACOUB KOUKDJIAN
7147319,MONGAGUÁ,Vereador,AURIVALDO JOSÉ DOS SANTOS,5,EMEF. IVONE DE ALMEIDA MONTEIRO
7147402,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,8,EMEIEF. PEQUENO PRÍNCIPE
7147753,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,1,EE. AGENOR DE CAMPOS
7147790,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,3,EMEF. TONICO SILVA
7149872,MONGAGUÁ,Vereador,AURIVALDO JOSÉ DOS SANTOS,2,EMEF. PROF. PEDRO FERNANDES DANTE
7150412,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,7,EMEIEF SÍTIO DO PICA PAU AMARELO
7150883,MONGAGUÁ,Vereador,ALINI ARAUJO ONORIO,1,EMEIEF SÍTIO DO PICA PAU AMARELO
7151207,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,3,EMEF. REGINA MARIA
7153803,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,3,EMEF. VERA CRUZ
7155307,MONGAGUÁ,Vereador,LILIAN SOLEDAD DA SILVA DE SOUZA,1,EMEF. VERA CRUZ
7155362,MONGAGUÁ,Vereador,TIAGO JOSÉ DE OLIVEIRA,4,EE. PROF. AIDA LEDA BAUER DAVIES
7155396,MONGAGUÁ,Vereador,ALINI ARAUJO ONORIO,1,EE. PROF. AIDA LEDA BAUER DAVIES
7155719,MONGAGUÁ,Vereador,DURVALENO DEUSDARA BRITO,6,EMEF. IVONE DE ALMEIDA MONTEIRO
7155758,MONGAGUÁ,Vereador,CLAUDINEI ISIDORO LEITE,1,EMEF. REGINA MARIA
7155826,MONGAGUÁ,Vereador,AURIVALDO JOSÉ DOS SANTOS,3,EE. AGENOR DE CAMPOS
7156224,MONGAGUÁ,Vereador,DURVALENO DEUSDARA BRITO,1,EMEIEF. PEQUENO PRÍNCIPE
7156539,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
7158097,MONGAGUÁ,Vereador,ANA PAULA OHANA DANIEL,2,EMEF. FLÓRIDA MIRIM
7159309,MONGAGUÁ,Vereador,JOÃO LUIS SOUZA SIMÃO,1,EMEIEF. PEQUENO PRÍNCIPE
7161091,MONGAGUÁ,Vereador,RENATO CARBALLO LORENZO,3,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7161956,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,2,EE. PROF. ARACY DA SILVA FREITAS
7163449,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EE. PROF. ARACY DA SILVA FREITAS
7165114,MONGAGUÁ,Vereador,PATRICIA REGINA PAULINO DOS SANTOS,1,EMEIEF. PEQUENO PRÍNCIPE
7166388,MONGAGUÁ,Vereador,ARGEO ARIAS RODRIGUES FILHO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7167401,MONGAGUÁ,Vereador,LEONARDO MARQUES DE OLIVEIRA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
7167435,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7168527,MONGAGUÁ,Vereador,SILVIO VIANA VIEIRA,4,EMEIEF. PEQUENO PRÍNCIPE
7168546,MONGAGUÁ,Vereador,CARLOS SILVA SANTOS NETO,4,EMEIEF SÍTIO DO PICA PAU AMARELO
7169194,MONGAGUÁ,Vereador,SÉRGIO SILVESTRE RODRIGUES,12,EMEF SIRANA KOUKDJIAN
7169234,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,4,EMEF. VERA CRUZ
7169647,MONGAGUÁ,Vereador,RICKSON COSTA SILVA,4,EE. AGENOR DE CAMPOS
7169952,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,1,EMEF. FLÓRIDA MIRIM
7171221,MONGAGUÁ,Vereador,LEOLINDA FONSECA TENORIO,1,EE. PROF. ARACY DA SILVA FREITAS
7171626,MONGAGUÁ,Vereador,FRANCISCO INALDO FALCÃO,4,EMEF. PREFEITO CASSIMIRO CORREA NETO
7172891,MONGAGUÁ,Vereador,MARÍLIA APARECIDA TERRÃO,1,EMEF. VERA CRUZ
7173217,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,2,EE. PROF. ARACY DA SILVA FREITAS
7173606,MONGAGUÁ,Vereador,PATRICIA REGINA PAULINO DOS SANTOS,1,EMEF. JACOUB KOUKDJIAN
7174215,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,4,EE. AGENOR DE CAMPOS
7175376,MONGAGUÁ,Vereador,MANOEL SOARES NETO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7175959,MONGAGUÁ,Vereador,JOSÉ FRANCISCO BOAVENTURA,2,EMEIEF. PEQUENO PRÍNCIPE
7176388,MONGAGUÁ,Vereador,PATRICIA REGINA VIUDE HERRADA,1,EMEF. PROF. PEDRO FERNANDES DANTE
7176855,MONGAGUÁ,Vereador,VOTO BRANCO,9,EMEF. BARIGUI
7177286,MONGAGUÁ,Vereador,ALEXANDRE BARRIL DALLA PRIA,6,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7183326,MONGAGUÁ,Vereador,ALEXANDRE BARRIL DALLA PRIA,2,EMEF. FLÓRIDA MIRIM
7183402,MONGAGUÁ,Vereador,MARIA DO ROSARIO LISBOA GONÇALVES,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
7183450,MONGAGUÁ,Vereador,LEONARDO MARQUES DE OLIVEIRA,1,EMEF. BARIGUI
7183897,MONGAGUÁ,Vereador,ARGEO ARIAS RODRIGUES FILHO,3,EMEF. FLÓRIDA MIRIM
7183903,MONGAGUÁ,Vereador,VOTO BRANCO,7,EMEF. PREFEITO CASSIMIRO CORREA NETO
7184237,MONGAGUÁ,Vereador,VOTO NULO,7,EE. PROF. ARACY DA SILVA FREITAS
7185777,MONGAGUÁ,Vereador,VOTO NULO,12,EE. AGENOR DE CAMPOS
7188846,MONGAGUÁ,Vereador,MARIA DO ROSARIO LISBOA GONÇALVES,2,EMEIEF. PEQUENO PRÍNCIPE
7188883,MONGAGUÁ,Vereador,VOTO BRANCO,23,EMEIEF. PEQUENO PRÍNCIPE
7189606,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,4,EMEF. VERA CRUZ
7189945,MONGAGUÁ,Vereador,VOTO BRANCO,8,EMEF. BARIGUI
7190162,MONGAGUÁ,Vereador,ANTONIO EDUARDO DOS SANTOS,8,EMEIEF. PROF. CÉLIA PUPO DE JESUS
7193011,MONGAGUÁ,Vereador,GABRIELLA TAVARES DE LIMA LELLIS E SILVA,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
7193870,MONGAGUÁ,Vereador,VOTO NULO,9,EMEF. BARIGUI
7196159,MONGAGUÁ,Vereador,KELLY DE LIRA CAPATTO,1,EMEF. TONICO SILVA
7196339,MONGAGUÁ,Vereador,KELLY DE LIRA CAPATTO,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
7196469,MONGAGUÁ,Vereador,GABRIELLA TAVARES DE LIMA LELLIS E SILVA,6,EMEF. FLÓRIDA MIRIM
7196848,MONGAGUÁ,Vereador,SÉRGIO APARECIDO DOS SANTOS,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
7197055,MONGAGUÁ,Vereador,MARCOS SOARES FERNANDES,1,EMEF. VERA CRUZ
7197577,MONGAGUÁ,Vereador,JAQUELINE DE ARAÚJO IVANOFF,1,EMEF. IVONE DE ALMEIDA MONTEIRO
7198082,MONGAGUÁ,Vereador,JAQUELINE DE ARAÚJO IVANOFF,1,EMEIEF. PEQUENO PRÍNCIPE
7198465,MONGAGUÁ,Vereador,LEONARDO MARQUES DE OLIVEIRA,2,EMEF. BARIGUI
7198540,MONGAGUÁ,Vereador,ALVARO ROBERTO LOUREIRO,1,EMEF. REGINA MARIA
7200345,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,8,EMEIEF. PEQUENO PRÍNCIPE
7200391,MONGAGUÁ,Vereador,VOTO NULO,4,EMEF. PREFEITO CASSIMIRO CORREA NETO
7201065,MONGAGUÁ,Vereador,ALEXANDRE BARRIL DALLA PRIA,2,EMEF SIRANA KOUKDJIAN
7203172,MONGAGUÁ,Vereador,ALVARO ROBERTO LOUREIRO,3,EMEF SIRANA KOUKDJIAN
7203852,MONGAGUÁ,Vereador,OSVALDO DE FREITAS FERREIRA,1,EMEF. PROF. PEDRO FERNANDES DANTE
7204280,MONGAGUÁ,Vereador,ALVARO ROBERTO LOUREIRO,1,EE. AGENOR DE CAMPOS
