,NM_MUNICIPIO,DS_CARGO,NM_VOTAVEL,QT_VOTOS,NM_LOCAL_VOTACAO
5095797,MONGAGUÁ,Vereador,LAÉRCIO PAIVA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
6220686,MONGAGUÁ,Vereador,ALDENI DOS SANTOS COSTA,6,EMEF VEREADOR GIVALDO ALVES GOMES
6221679,MONGAGUÁ,Vereador,GILMAR AGUIAR FREITAS,2,EMEIEF. PEQUENO PRÍNCIPE
6221692,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,10,EE. PROF. AIDA LEDA BAUER DAVIES
6222136,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,7,EMEF. BARIGUI
6222138,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,7,EMEIEF. PEQUENO PRÍNCIPE
6223678,MONGAGUÁ,Vereador,ALEXANDRE NADDEO,1,EMEF SIRANA KOUKDJIAN
6227195,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,2,EE. PROF. AIDA LEDA BAUER DAVIES
6227202,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,6,EMEF. BARIGUI
6227204,MONGAGUÁ,Vereador,RENATA DE LIMA SANTANA DIAS,2,EE. AGENOR DE CAMPOS
6227655,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,5,EMEIEF. PEQUENO PRÍNCIPE
6227713,MONGAGUÁ,Vereador,ELIANE MARÇAL LOPES,3,EMEF. FLÓRIDA MIRIM
6229176,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,3,EMEF. FLÓRIDA MIRIM
6229197,MONGAGUÁ,Vereador,GRAZIELA APARECIDA ROSA DE OLIVEIRA,5,EMEF. JACOUB KOUKDJIAN
6229674,MONGAGUÁ,Vereador,ELI DE SOUZA SILVA,1,EMEF. PROF. PEDRO FERNANDES DANTE
6229679,MONGAGUÁ,Vereador,ELI DE SOUZA SILVA,2,EE. AGENOR DE CAMPOS
6230680,MONGAGUÁ,Vereador,ALDENI DOS SANTOS COSTA,2,EMEF. FLÓRIDA MIRIM
6230681,MONGAGUÁ,Vereador,ALDENI DOS SANTOS COSTA,6,EMEF. JACOUB KOUKDJIAN
6232694,MONGAGUÁ,Vereador,ALBERTO PEREIRA DE SANTANA,1,EMEF SIRANA KOUKDJIAN
6234201,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,3,EMEF SIRANA KOUKDJIAN
6237226,MONGAGUÁ,Vereador,ELIANE MARÇAL LOPES,3,EMEF. IVONE DE ALMEIDA MONTEIRO
6237739,MONGAGUÁ,Vereador,ADEILTON SANTIAGO,1,EMEF SIRANA KOUKDJIAN
6238195,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,4,EMEF. IVONE DE ALMEIDA MONTEIRO
6238210,MONGAGUÁ,Vereador,GRAZIELA APARECIDA ROSA DE OLIVEIRA,1,EMEF. FLÓRIDA MIRIM
6238709,MONGAGUÁ,Vereador,ADRIANO DA SILVA JORGE,1,EMEF. IVONE DE ALMEIDA MONTEIRO
6238736,MONGAGUÁ,Vereador,ALDENI DOS SANTOS COSTA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
6238737,MONGAGUÁ,Vereador,ALDENI DOS SANTOS COSTA,2,EMEF. FLÓRIDA MIRIM
6239195,MONGAGUÁ,Vereador,ALBERTO PEREIRA DE SANTANA,1,EMEF SIRANA KOUKDJIAN
6239731,MONGAGUÁ,Vereador,RENATA DE LIMA SANTANA DIAS,2,EMEIEF SÍTIO DO PICA PAU AMARELO
6242252,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,1,EMEF SIRANA KOUKDJIAN
6242255,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,1,EE. PROF. AIDA LEDA BAUER DAVIES
6242729,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,16,EMEF. TONICO SILVA
6242734,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,13,EMEF. TONICO SILVA
6242742,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,11,EE. PROF. ARACY DA SILVA FREITAS
6243261,MONGAGUÁ,Vereador,WILSON DOS SANTOS,1,EMEF. JACOUB KOUKDJIAN
6244229,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,1,EMEF VEREADOR GIVALDO ALVES GOMES
6244790,MONGAGUÁ,Vereador,CLAUDETE BATISTA DE SOUZA,1,EMEF. JACOUB KOUKDJIAN
6246258,MONGAGUÁ,Vereador,ELIANE MARÇAL LOPES,1,EE. AGENOR DE CAMPOS
6246768,MONGAGUÁ,Vereador,GILMAR AGUIAR FREITAS,3,EMEF. TONICO SILVA
6246781,MONGAGUÁ,Vereador,GILMAR AGUIAR FREITAS,2,EMEF. TONICO SILVA
6246795,MONGAGUÁ,Vereador,GILMAR AGUIAR FREITAS,5,EE. PROF. ARACY DA SILVA FREITAS
6247254,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,10,EMEF. TONICO SILVA
6247261,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,9,EMEF. TONICO SILVA
6247270,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,18,EE. PROF. ARACY DA SILVA FREITAS
6247754,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,1,EE. PROF. ARACY DA SILVA FREITAS
6247775,MONGAGUÁ,Vereador,MARIA EUNICE OLIVEIRA DOS SANTOS,2,EMEF. TONICO SILVA
6248301,MONGAGUÁ,Vereador,ALEXANDRE NADDEO,1,EMEIEF SÍTIO DO PICA PAU AMARELO
6248308,MONGAGUÁ,Vereador,ADRIANO DA SILVA JORGE,2,EE. PROF. ARACY DA SILVA FREITAS
6249270,MONGAGUÁ,Vereador,ALBERTO PEREIRA DE SANTANA,1,EMEIEF CLAUDIA MARIA ANDRELLA
6249273,MONGAGUÁ,Vereador,ALBERTO PEREIRA DE SANTANA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6249274,MONGAGUÁ,Vereador,ALDENI DOS SANTOS COSTA,2,EE. PROF. ARACY DA SILVA FREITAS
6251283,MONGAGUÁ,Vereador,RENATA DE LIMA SANTANA DIAS,2,EE. AGENOR DE CAMPOS
6251811,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,1,EMEF. FLÓRIDA MIRIM
6252269,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6253284,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,8,EMEF. TONICO SILVA
6253290,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,5,EMEF. TONICO SILVA
6253308,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,11,EE. PROF. ARACY DA SILVA FREITAS
6253762,MONGAGUÁ,Vereador,ELI DE SOUZA SILVA,1,EE. AGENOR DE CAMPOS
6254773,MONGAGUÁ,Vereador,CLAUDETE BATISTA DE SOUZA,2,EMEIEF CLAUDIA MARIA ANDRELLA
6254779,MONGAGUÁ,Vereador,CLAUDETE BATISTA DE SOUZA,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6255322,MONGAGUÁ,Vereador,FABIO DO CARMO CEZAR,1,EE. AGENOR DE CAMPOS
6256831,MONGAGUÁ,Vereador,ELIANE MARÇAL LOPES,3,EMEIEF. PEQUENO PRÍNCIPE
6256832,MONGAGUÁ,Vereador,ELIANE MARÇAL LOPES,1,EMEF. IVONE DE ALMEIDA MONTEIRO
6258780,MONGAGUÁ,Vereador,ALBERTO PEREIRA DE SANTANA,1,EMEIEF CLAUDIA MARIA ANDRELLA
6259279,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,3,EMEF. IVONE DE ALMEIDA MONTEIRO
6259299,MONGAGUÁ,Vereador,GRAZIELA APARECIDA ROSA DE OLIVEIRA,1,EMEIEF. PEQUENO PRÍNCIPE
6259305,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,6,EE. AGENOR DE CAMPOS
6259307,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,3,EE. AGENOR DE CAMPOS
6259310,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,13,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6260283,MONGAGUÁ,Vereador,ADRIANO DA SILVA JORGE,1,EMEIEF. PEQUENO PRÍNCIPE
6260805,MONGAGUÁ,Vereador,ALDENI DOS SANTOS COSTA,2,EMEIEF. PEQUENO PRÍNCIPE
6261799,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,1,EMEF. IVONE DE ALMEIDA MONTEIRO
6263323,MONGAGUÁ,Vereador,GILMAR AGUIAR FREITAS,1,EE. AGENOR DE CAMPOS
6263326,MONGAGUÁ,Vereador,GILMAR AGUIAR FREITAS,9,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6263352,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,7,EE. AGENOR DE CAMPOS
6263353,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,6,EE. AGENOR DE CAMPOS
6263358,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,9,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6263808,MONGAGUÁ,Vereador,CLAUDETE BATISTA DE SOUZA,2,EMEIEF CLAUDIA MARIA ANDRELLA
6263815,MONGAGUÁ,Vereador,CLAUDETE BATISTA DE SOUZA,2,EMEF. BARIGUI
6263854,MONGAGUÁ,Vereador,RENATA DE LIMA SANTANA DIAS,1,EE. PROF. ARACY DA SILVA FREITAS
6263855,MONGAGUÁ,Vereador,RENATA DE LIMA SANTANA DIAS,2,EMEF. JACOUB KOUKDJIAN
6263856,MONGAGUÁ,Vereador,RENATA DE LIMA SANTANA DIAS,1,EMEF. BARIGUI
6264314,MONGAGUÁ,Vereador,MARIA EUNICE OLIVEIRA DOS SANTOS,1,EE. AGENOR DE CAMPOS
6264315,MONGAGUÁ,Vereador,MARIA EUNICE OLIVEIRA DOS SANTOS,2,EE. AGENOR DE CAMPOS
6265851,MONGAGUÁ,Vereador,ELI DE SOUZA SILVA,6,EMEF. JACOUB KOUKDJIAN
6265856,MONGAGUÁ,Vereador,ELI DE SOUZA SILVA,1,EMEF. BARIGUI
6265857,MONGAGUÁ,Vereador,ALEX GONÇALVES DE ARAÚJO,2,EMEF. JACOUB KOUKDJIAN
6267346,MONGAGUÁ,Vereador,ELIANE MARÇAL LOPES,2,EMEF. JACOUB KOUKDJIAN
6267354,MONGAGUÁ,Vereador,ELIANE MARÇAL LOPES,1,EMEF. FLÓRIDA MIRIM
6267358,MONGAGUÁ,Vereador,ELIANE MARÇAL LOPES,2,EMEF. TONICO SILVA
6268389,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,1,EMEF. JACOUB KOUKDJIAN
6268840,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,1,EMEF. TONICO SILVA
6269384,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
6269386,MONGAGUÁ,Vereador,ADRIANO DA SILVA JORGE,1,EMEF. JACOUB KOUKDJIAN
6269396,MONGAGUÁ,Vereador,ADRIANO DA SILVA JORGE,3,EMEF. TONICO SILVA
6269397,MONGAGUÁ,Vereador,ADRIANO DA SILVA JORGE,1,EMEF. TONICO SILVA
6269402,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,4,EE. AGENOR DE CAMPOS
6269407,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6270358,MONGAGUÁ,Vereador,ALDENI DOS SANTOS COSTA,2,EMEF. JACOUB KOUKDJIAN
6270869,MONGAGUÁ,Vereador,WILSON DOS SANTOS,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
6270915,MONGAGUÁ,Vereador,ADEILTON SANTIAGO,1,EMEF. TONICO SILVA
6271419,MONGAGUÁ,Vereador,FABIO DO CARMO CEZAR,1,EE. AGENOR DE CAMPOS
6274419,MONGAGUÁ,Vereador,ELIANE MARÇAL LOPES,3,EMEF. FLÓRIDA MIRIM
6274421,MONGAGUÁ,Vereador,ELIANE MARÇAL LOPES,1,EE. AGENOR DE CAMPOS
6274426,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,7,EE. AGENOR DE CAMPOS
6274439,MONGAGUÁ,Vereador,ELI DE SOUZA SILVA,8,EMEF. JACOUB KOUKDJIAN
6274445,MONGAGUÁ,Vereador,ALEX GONÇALVES DE ARAÚJO,1,EMEF. JACOUB KOUKDJIAN
6274936,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,1,EE. PROF. AIDA LEDA BAUER DAVIES
6275372,MONGAGUÁ,Vereador,ALBERTO PEREIRA DE SANTANA,1,EMEIEF CLAUDIA MARIA ANDRELLA
6275384,MONGAGUÁ,Vereador,ALDENI DOS SANTOS COSTA,1,EE. PROF. AIDA LEDA BAUER DAVIES
6275388,MONGAGUÁ,Vereador,ALDENI DOS SANTOS COSTA,1,EE. AGENOR DE CAMPOS
6277099,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,5,EE. AGENOR DE CAMPOS
6277126,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,2,EE. PROF. ARACY DA SILVA FREITAS
6277972,MONGAGUÁ,Vereador,ELIANE MARÇAL LOPES,1,EE. PROF. AIDA LEDA BAUER DAVIES
6277978,MONGAGUÁ,Vereador,ELIANE MARÇAL LOPES,3,EE. AGENOR DE CAMPOS
6278017,MONGAGUÁ,Vereador,WILSON DOS SANTOS,1,EE. PROF. ARACY DA SILVA FREITAS
6278439,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,1,EMEF SIRANA KOUKDJIAN
6278441,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,1,EMEF. JACOUB KOUKDJIAN
6278450,MONGAGUÁ,Vereador,GRAZIELA APARECIDA ROSA DE OLIVEIRA,1,EMEF. JACOUB KOUKDJIAN
6278864,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,1,EE. PROF. AIDA LEDA BAUER DAVIES
6278867,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,3,EMEF SIRANA KOUKDJIAN
6279306,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,74,EMEF. JACOUB KOUKDJIAN
6279307,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,74,EMEF. IVONE DE ALMEIDA MONTEIRO
6279309,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,81,EMEF. TONICO SILVA
6279343,MONGAGUÁ,Vereador,FABIO DO CARMO CEZAR,1,EE. PROF. ARACY DA SILVA FREITAS
6279344,MONGAGUÁ,Vereador,FABIO DO CARMO CEZAR,1,EMEF. BARIGUI
6279792,MONGAGUÁ,Vereador,ALBERTO PEREIRA DE SANTANA,1,EMEF. BARIGUI
6280173,MONGAGUÁ,Vereador,ALBERTO PEREIRA DE SANTANA,1,EE. AGENOR DE CAMPOS
6280677,MONGAGUÁ,Vereador,ALEX GONÇALVES DE ARAÚJO,1,EMEIEF. PEQUENO PRÍNCIPE
6280691,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,78,EMEIEF. PEQUENO PRÍNCIPE
6281233,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,1,EMEF. BARIGUI
6281723,MONGAGUÁ,Vereador,WILSON DOS SANTOS,1,EE. PROF. AIDA LEDA BAUER DAVIES
6281728,MONGAGUÁ,Vereador,WILSON DOS SANTOS,2,EMEF. BARIGUI
6282226,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,9,EE. PROF. ARACY DA SILVA FREITAS
6282233,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,4,EMEF SIRANA KOUKDJIAN
6282237,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,8,EMEF. JACOUB KOUKDJIAN
6282676,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,7,EMEF. BARIGUI
6284193,MONGAGUÁ,Vereador,ALEXANDRE DA SILVA GUERRA,1,EMEIEF CLAUDIA MARIA ANDRELLA
6284232,MONGAGUÁ,Vereador,ALEXANDRE DA SILVA GUERRA,3,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6284689,MONGAGUÁ,Vereador,ALEXANDRE DA SILVA GUERRA,2,EE. AGENOR DE CAMPOS
6285213,MONGAGUÁ,Vereador,ALEXANDRE NADDEO,1,EMEIEF. PEQUENO PRÍNCIPE
6286193,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6286194,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,1,EMEF SIRANA KOUKDJIAN
6286197,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,2,EMEF SIRANA KOUKDJIAN
6286214,MONGAGUÁ,Vereador,GILMAR AGUIAR FREITAS,4,EMEF. JACOUB KOUKDJIAN
6286216,MONGAGUÁ,Vereador,GILMAR AGUIAR FREITAS,1,EMEF. BARIGUI
6286218,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,72,EMEF. TONICO SILVA
6286219,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,69,EMEF. BARIGUI
6286220,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,67,EMEF SIRANA KOUKDJIAN
6286222,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,15,EE. PROF. ARACY DA SILVA FREITAS
6286224,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,92,EE. PROF. ARACY DA SILVA FREITAS
6286225,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,10,EMEF SIRANA KOUKDJIAN
6286229,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,4,EMEF. JACOUB KOUKDJIAN
6286235,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,6,EMEF. BARIGUI
6286730,MONGAGUÁ,Vereador,MARIA EUNICE OLIVEIRA DOS SANTOS,1,EE. PROF. ARACY DA SILVA FREITAS
6287195,MONGAGUÁ,Vereador,CLAUDETE BATISTA DE SOUZA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6287202,MONGAGUÁ,Vereador,CLAUDETE BATISTA DE SOUZA,1,EMEF SIRANA KOUKDJIAN
6288716,MONGAGUÁ,Vereador,ELI DE SOUZA SILVA,1,EMEF. PROF. PEDRO FERNANDES DANTE
6289209,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,2,EE. PROF. ARACY DA SILVA FREITAS
6289212,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,4,EMEF SIRANA KOUKDJIAN
6289216,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,3,EMEF. JACOUB KOUKDJIAN
6289219,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,4,EMEF. BARIGUI
6290214,MONGAGUÁ,Vereador,VALQUIRIO SANTOS PEREIRA FILHO,1,EMEF. TONICO SILVA
6290722,MONGAGUÁ,Vereador,FABIO DO CARMO CEZAR,1,EMEF. JACOUB KOUKDJIAN
6292731,MONGAGUÁ,Vereador,WAGNER MARTINS DOS REIS,1,EMEF. FLÓRIDA MIRIM
6293224,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,61,EMEIEF. PEQUENO PRÍNCIPE
6293226,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,65,EMEIEF. PEQUENO PRÍNCIPE
6293228,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,72,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6293237,MONGAGUÁ,Vereador,ADEILTON SANTIAGO,1,EE. PROF. ARACY DA SILVA FREITAS
6294231,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,3,EMEF. JACOUB KOUKDJIAN
6294232,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,7,EMEF. IVONE DE ALMEIDA MONTEIRO
6294240,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,13,EMEF. TONICO SILVA
6295217,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,46,EMEF. PROF. PEDRO FERNANDES DANTE
6295747,MONGAGUÁ,Vereador,ELI DE SOUZA SILVA,1,EMEF. PROF. PEDRO FERNANDES DANTE
6296744,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,46,EMEF. PROF. PEDRO FERNANDES DANTE
6296745,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,104,EE. PROF. ARACY DA SILVA FREITAS
6298209,MONGAGUÁ,Vereador,GILMAR AGUIAR FREITAS,3,EMEF. JACOUB KOUKDJIAN
6298234,MONGAGUÁ,Vereador,GILMAR AGUIAR FREITAS,1,EMEF. TONICO SILVA
6298699,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,8,EMEF. JACOUB KOUKDJIAN
6298702,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,10,EMEF. IVONE DE ALMEIDA MONTEIRO
6298725,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,16,EMEF. TONICO SILVA
6299203,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,69,EMEF SIRANA KOUKDJIAN
6299208,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,74,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6299231,MONGAGUÁ,Vereador,MARIA EUNICE OLIVEIRA DOS SANTOS,2,EMEF. IVONE DE ALMEIDA MONTEIRO
6299238,MONGAGUÁ,Vereador,MARIA EUNICE OLIVEIRA DOS SANTOS,2,EMEF. TONICO SILVA
6301213,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,81,EE. PROF. AIDA LEDA BAUER DAVIES
6301233,MONGAGUÁ,Vereador,ALEXANDRE NADDEO,1,EMEF. PROF. PEDRO FERNANDES DANTE
6301234,MONGAGUÁ,Vereador,ALEXANDRE NADDEO,1,EE. PROF. ARACY DA SILVA FREITAS
6302185,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,5,EE. AGENOR DE CAMPOS
6303230,MONGAGUÁ,Vereador,RENATA DE LIMA SANTANA DIAS,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6304211,MONGAGUÁ,Vereador,ADEILTON SANTIAGO,2,EMEF SIRANA KOUKDJIAN
6304212,MONGAGUÁ,Vereador,ADEILTON SANTIAGO,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6304723,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,55,EMEF. JACOUB KOUKDJIAN
6304724,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,75,EMEF VEREADOR GIVALDO ALVES GOMES
6304726,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,53,EE. AGENOR DE CAMPOS
6304727,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,82,EMEIEF CLAUDIA MARIA ANDRELLA
6305703,MONGAGUÁ,Vereador,RENATA DE LIMA SANTANA DIAS,1,EMEF SIRANA KOUKDJIAN
6306695,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,50,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6306728,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,4,EMEF. JACOUB KOUKDJIAN
6306729,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,5,EMEF. IVONE DE ALMEIDA MONTEIRO
6307195,MONGAGUÁ,Vereador,RENATO CARVALHO DONATO,4,EMEF. TONICO SILVA
6308204,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,61,EMEF. TONICO SILVA
6308205,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,69,EMEF. PREFEITO CASSIMIRO CORREA NETO
6309737,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,70,EMEIEF SÍTIO DO PICA PAU AMARELO
6309738,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,69,EMEF. PREFEITO CASSIMIRO CORREA NETO
6309741,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,54,EMEIEF. PEQUENO PRÍNCIPE
6312210,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,61,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6312211,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,67,EMEIEF. PEQUENO PRÍNCIPE
6313188,MONGAGUÁ,Vereador,EDILSON TONON D ALMEIDA,6,EMEIEF. PEQUENO PRÍNCIPE
6313716,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,50,EMEF. BARIGUI
6316222,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,61,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6316226,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,75,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
6316227,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,64,EMEF. PREFEITO CASSIMIRO CORREA NETO
6316228,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,55,EMEIEF CLAUDIA MARIA ANDRELLA
6316711,MONGAGUÁ,Vereador,ELI DE SOUZA SILVA,1,EE. PROF. AIDA LEDA BAUER DAVIES
6317201,MONGAGUÁ,Vereador,MARIA PAULA PEREIRA KOUKDJIAN,5,EMEIEF. PEQUENO PRÍNCIPE
6318220,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,56,EMEIEF CLAUDIA MARIA ANDRELLA
6318221,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,89,EE. PROF. ARACY DA SILVA FREITAS
6320694,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,77,EMEF. BARIGUI
6320695,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,58,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6320696,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,68,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6320697,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,52,EMEF SIRANA KOUKDJIAN
6320698,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,71,EMEF. PROF. PEDRO FERNANDES DANTE
6322234,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,69,EMEIEF CLAUDIA MARIA ANDRELLA
6322235,MONGAGUÁ,Prefeito,RAFAEL LUIZ REDO GARCIA,57,EMEF. PREFEITO CASSIMIRO CORREA NETO
6324185,MONGAGUÁ,Vereador,WALTER LUIZ DA COSTA,1,EMEIEF CLAUDIA MARIA ANDRELLA
6324223,MONGAGUÁ,Vereador,WALTER LUIZ DA COSTA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
6324676,MONGAGUÁ,Vereador,WALTER LUIZ DA COSTA,2,EMEF. FLÓRIDA MIRIM
